mall,store,citizenship,age,gender,race
Raffles City,Capitol Optical,SG Citizen,31,Male,Chinese
Raffles City,Capitol Optical,SG Citizen,22,Female,Chinese
Raffles City,Capitol Optical,SG Citizen,33,Male,Indian
Raffles City,Capitol Optical,SG Citizen,23,Male,Chinese
Raffles City,Capitol Optical,SG Citizen,39,Female,Indian
Raffles City,Capitol Optical,SG Citizen,47,Female,Chinese
Raffles City,Capitol Optical,SG Citizen,22,Male,Chinese
Jurong Point,Capitol Optical,SG Citizen,54,Female,Chinese
Jurong Point,Capitol Optical,SG Citizen,52,Female,Chinese
Jurong Point,Capitol Optical,SG Citizen,30,Male,Chinese
Jurong Point,Capitol Optical,SG Citizen,47,Female,Chinese
Jurong Point,Capitol Optical,SG Citizen,37,Male,Chinese
Jurong Point,Capitol Optical,SG Citizen,45,Male,Indian
Jurong Point,Capitol Optical,SG Citizen,21,Male,Chinese
Jurong Point,Capitol Optical,SG Citizen,36,Male,Indian
Jurong Point,Capitol Optical,SG Citizen,49,Female,Chinese
Raffles City,Capitol Optical,SG Citizen,18,Female,Chinese
Raffles City,Capitol Optical,SG Citizen,27,Male,Chinese
Raffles City,Capitol Optical,SG Citizen,25,Male,Chinese
Raffles City,Capitol Optical,SG Citizen,39,Male,Chinese
Raffles City,Capitol Optical,SG Citizen,45,Female,Chinese
Raffles City,Capitol Optical,SG Citizen,50,Male,Chinese
Raffles City,Capitol Optical,SG Citizen,35,Female,Chinese
Raffles City,Capitol Optical,SG Citizen,21,Female,Chinese
Raffles City,Capitol Optical,SG PR,36,Male,Others
Raffles City,Capitol Optical,SG Citizen,24,Male,Chinese
Raffles City,Capitol Optical,SG Citizen,21,Male,Chinese
Hougang Mall,Capitol Optical,SG PR,39,Male,Chinese
Hougang Mall,Capitol Optical,SG Citizen,25,Female,Others
Hougang Mall,Capitol Optical,SG Citizen,43,Female,Chinese
Hougang Mall,Capitol Optical,SG Citizen,51,Male,Chinese
Jurong Point,Capitol Optical,SG Citizen,46,Female,Chinese
Jurong Point,Capitol Optical,SG Citizen,20,Female,Chinese
Jurong Point,Capitol Optical,SG Citizen,39,Male,Chinese
Jurong Point,Capitol Optical,SG PR,36,Female,Chinese
Jurong Point,Capitol Optical,SG Citizen,50,Male,Chinese
Jurong Point,Capitol Optical,SG Citizen,38,Male,Indian
Hougang Mall,Capitol Optical,SG Citizen,42,Male,Malay
Hougang Mall,Capitol Optical,SG Citizen,27,Female,Chinese
Hougang Mall,Capitol Optical,SG Citizen,26,Female,Chinese
Hougang Mall,Capitol Optical,SG Citizen,33,Male,Chinese
Jurong Point,Capitol Optical,SG PR,33,Male,Chinese
Jurong Point,Capitol Optical,SG Citizen,26,Female,Chinese
313Somerset,Charles & Keith,SG Citizen,26,Female,Chinese
313Somerset,Charles & Keith,SG Citizen,24,Female,Chinese
313Somerset,Charles & Keith,SG PR,29,Female,Others
313Somerset,Charles & Keith,SG Citizen,21,Female,Chinese
313Somerset,Charles & Keith,SG Citizen,35,Female,Malay
313Somerset,Charles & Keith,SG Citizen,53,Female,Chinese
313Somerset,Charles & Keith,SG Citizen,18,Female,Chinese
313Somerset,Charles & Keith,SG Citizen,30,Female,Chinese
313Somerset,Charles & Keith,SG Citizen,21,Female,Chinese
313Somerset,Charles & Keith,SG PR,26,Female,Indian
Vivocity,Charles & Keith,SG Citizen,21,Female,Chinese
Vivocity,Charles & Keith,SG Citizen,28,Female,Indian
Vivocity,Charles & Keith,SG Citizen,40,Female,Chinese
Vivocity,Charles & Keith,SG Citizen,25,Female,Chinese
Vivocity,Charles & Keith,SG Citizen,24,Female,Malay
Vivocity,Charles & Keith,SG Citizen,32,Female,Chinese
Vivocity,Charles & Keith,SG Citizen,33,Female,Chinese
Vivocity,Charles & Keith,SG Citizen,38,Female,Chinese
Jurong Point,Charles & Keith,SG Citizen,24,Female,Chinese
Vivocity,Charles & Keith,SG Citizen,33,Female,Malay
Jurong Point,Charles & Keith,SG Citizen,25,Female,Others
Jurong Point,Charles & Keith,SG Citizen,20,Female,Chinese
Jurong Point,Charles & Keith,SG Citizen,40,Female,Chinese
Jurong Point,Charles & Keith,SG Citizen,23,Female,Chinese
Raffles City,Charles & Keith,SG Citizen,38,Female,Chinese
Raffles City,Charles & Keith,SG Citizen,37,Female,Indian
Raffles City,Charles & Keith,SG Citizen,27,Female,Malay
Raffles City,Charles & Keith,SG Citizen,26,Female,Chinese
Raffles City,Charles & Keith,SG Citizen,20,Female,Chinese
Raffles City,Charles & Keith,SG Citizen,19,Female,Chinese
Raffles City,Charles & Keith,SG Citizen,44,Female,Chinese
Raffles City,Charles & Keith,SG Citizen,30,Male,Chinese
Jurong Point,Charles & Keith,SG Citizen,24,Female,Chinese
Jurong Point,Charles & Keith,SG Citizen,33,Female,Chinese
Raffles City,Charles & Keith,SG Citizen,29,Female,Chinese
Jurong Point,Charles & Keith,SG Citizen,28,Female,Chinese
Jurong Point,Charles & Keith,SG Citizen,23,Female,Chinese
Jurong Point,Charles & Keith,SG Citizen,42,Female,Chinese
313Somerset,Charles & Keith,SG Citizen,46,Female,Malay
313Somerset,Charles & Keith,Student Pass,21,Female,Chinese
313Somerset,Charles & Keith,Student Pass,26,Female,Chinese
313Somerset,Charles & Keith,SG Citizen,40,Female,Chinese
313Somerset,Charles & Keith,SG Citizen,29,Female,Chinese
313Somerset,Charles & Keith,SG Citizen,25,Female,Chinese
313Somerset,Charles & Keith,SG Citizen,30,Female,Chinese
313Somerset,Charles & Keith,SG Citizen,34,Female,Chinese
Vivocity,Charles & Keith,SG Citizen,28,Female,Chinese
313Somerset,Charles & Keith,SG Citizen,27,Female,Chinese
313Somerset,Charles & Keith,SG Citizen,20,Female,Chinese
Raffles City,Charles & Keith,SG PR,28,Female,Others
Raffles City,Charles & Keith,SG Citizen,18,Female,Malay
Raffles City,Charles & Keith,SG Citizen,34,Female,Chinese
Raffles City,Charles & Keith,SG Citizen,20,Female,Chinese
Vivocity,Charles & Keith,SG Citizen,32,Female,Malay
Vivocity,Charles & Keith,SG Citizen,35,Female,Chinese
Vivocity,Charles & Keith,SG PR,37,Female,Others
Vivocity,Charles & Keith,SG Citizen,41,Female,Chinese
Raffles City,Charles & Keith,SG Citizen,20,Female,Chinese
Raffles City,Charles & Keith,SG Citizen,27,Female,Chinese
Raffles City,Charles & Keith,SG Citizen,26,Female,Chinese
Raffles City,Charles & Keith,SG Citizen,38,Female,Chinese
Raffles City,Charles & Keith,SG Citizen,28,Female,Chinese
Raffles City,Charles & Keith,SG Citizen,37,Female,Chinese
Jurong Point,Charles & Keith,SG Citizen,20,Female,Chinese
Jurong Point,Charles & Keith,SG Citizen,23,Female,Chinese
Jurong Point,Charles & Keith,SG Citizen,19,Female,Chinese
Jurong Point,Charles & Keith,SG Citizen,25,Female,Malay
Vivocity,Charles & Keith,SG Citizen,22,Female,Chinese
Vivocity,Charles & Keith,SG Citizen,23,Female,Chinese
Vivocity,Charles & Keith,SG Citizen,30,Female,Chinese
Vivocity,Charles & Keith,SG PR,37,Female,Others
Vivocity,Charles & Keith,SG Citizen,24,Female,Chinese
Vivocity,Charles & Keith,SG Citizen,24,Female,Chinese
Jurong Point,Charles & Keith,SG Citizen,21,Female,Malay
Jurong Point,Charles & Keith,SG Citizen,26,Female,Indian
Jurong Point,Charles & Keith,SG Citizen,39,Female,Chinese
Jurong Point,Charles & Keith,SG Citizen,21,Female,Others
Jurong Point,Charles & Keith,SG Citizen,21,Female,Chinese
Jurong Point,Charles & Keith,SG Citizen,27,Female,Chinese
Raffles City,Charles & Keith,SG Citizen,32,Female,Chinese
Raffles City,Charles & Keith,SG Citizen,26,Female,Chinese
Raffles City,Charles & Keith,SG Citizen,22,Female,Malay
Raffles City,Charles & Keith,SG Citizen,29,Female,Chinese
Raffles City,Charles & Keith,SG Citizen,24,Female,Chinese
Raffles City,Charles & Keith,SG Citizen,35,Female,Chinese
Raffles City,Charles & Keith,SG Citizen,32,Female,Chinese
Raffles City,Charles & Keith,SG Citizen,18,Female,Chinese
313Somerset,Charles & Keith,SG Citizen,19,Female,Chinese
313Somerset,Charles & Keith,SG Citizen,39,Female,Chinese
313Somerset,Charles & Keith,SG Citizen,21,Female,Chinese
313Somerset,Charles & Keith,SG Citizen,32,Female,Chinese
313Somerset,Charles & Keith,SG Citizen,44,Female,Chinese
313Somerset,Charles & Keith,SG Citizen,33,Female,Chinese
313Somerset,Charles & Keith,SG Citizen,25,Female,Chinese
313Somerset,Charles & Keith,SG Citizen,30,Female,Chinese
313Somerset,Charles & Keith,SG Citizen,18,Female,Chinese
313Somerset,Charles & Keith,SG Citizen,21,Female,Chinese
Raffles City,Charles & Keith,SG Citizen,24,Female,Chinese
Raffles City,Charles & Keith,SG Citizen,22,Female,Chinese
Vivocity,Charles & Keith,SG Citizen,29,Female,Chinese
Vivocity,Charles & Keith,Student Pass,19,Female,Indian
Jurong Point,Charles & Keith,SG Citizen,41,Female,Chinese
Jurong Point,Charles & Keith,SG Citizen,23,Female,Chinese
Jurong Point,Charles & Keith,SG Citizen,24,Female,Chinese
Jurong Point,Charles & Keith,Student Pass,18,Female,Chinese
Jurong Point,Charles & Keith,SG Citizen,21,Female,Chinese
Jurong Point,Charles & Keith,SG Citizen,22,Female,Malay
Jurong Point,Charles & Keith,SG Citizen,22,Female,Chinese
Jurong Point,Charles & Keith,SG Citizen,46,Female,Chinese
Jurong Point,Charles & Keith,SG Citizen,20,Female,Malay
Vivocity,Charles & Keith,SG Citizen,38,Female,Malay
Vivocity,Charles & Keith,SG Citizen,26,Female,Chinese
Vivocity,Charles & Keith,SG Citizen,16,Male,Malay
Vivocity,Charles & Keith,SG Citizen,38,Male,Chinese
Vivocity,Charles & Keith,SG Citizen,45,Female,Chinese
Vivocity,Charles & Keith,SG Citizen,38,Female,Chinese
Vivocity,Charles & Keith,SG Citizen,22,Female,Malay
Vivocity,Charles & Keith,SG Citizen,25,Female,Malay
313Somerset,Charles & Keith,SG Citizen,24,Female,Chinese
313Somerset,Charles & Keith,SG Citizen,45,Female,Chinese
313Somerset,Charles & Keith,SG Citizen,30,Female,Chinese
313Somerset,Charles & Keith,SG Citizen,27,Female,Chinese
313Somerset,Charles & Keith,SG Citizen,25,Female,Chinese
313Somerset,Charles & Keith,SG Citizen,38,Female,Chinese
313Somerset,Charles & Keith,SG Citizen,41,Female,Chinese
Jurong Point,Charles & Keith,Student Pass,27,Female,Others
Jurong Point,Charles & Keith,SG Citizen,18,Female,Malay
Jurong Point,Charles & Keith,SG Citizen,26,Female,Malay
Jurong Point,Charles & Keith,SG Citizen,21,Female,Malay
Jurong Point,Charles & Keith,SG Citizen,24,Female,Malay
Jurong Point,Charles & Keith,SG PR,40,Male,Indian
Jurong Point,Charles & Keith,SG Citizen,43,Female,Malay
Jurong Point,Charles & Keith,SG Citizen,19,Female,Malay
Vivocity,Charles & Keith,SG Citizen,22,Female,Chinese
Vivocity,Charles & Keith,SG PR,36,Female,Others
Vivocity,Charles & Keith,SG Citizen,21,Female,Chinese
Vivocity,Charles & Keith,SG Citizen,19,Female,Others
Vivocity,Charles & Keith,SG Citizen,21,Female,Malay
Vivocity,Charles & Keith,SG Citizen,18,Female,Malay
Vivocity,Charles & Keith,SG Citizen,35,Female,Chinese
Vivocity,Charles & Keith,SG Citizen,44,Female,Chinese
Raffles City,Charles & Keith,SG Citizen,29,Female,Chinese
Raffles City,Charles & Keith,SG PR,26,Male,Chinese
Raffles City,Charles & Keith,SG Citizen,22,Female,Chinese
Raffles City,Charles & Keith,SG Citizen,32,Male,Chinese
Raffles City,Charles & Keith,SG Citizen,27,Female,Chinese
Raffles City,Charles & Keith,SG Citizen,19,Female,Chinese
Raffles City,Charles & Keith,SG PR,28,Female,Chinese
Raffles City,Charles & Keith,SG PR,26,Female,Chinese
Vivocity,Charles & Keith,SG Citizen,23,Female,Chinese
Vivocity,Charles & Keith,SG Citizen,23,Female,Malay
Vivocity,Charles & Keith,SG PR,18,Female,Chinese
Vivocity,Charles & Keith,SG Citizen,41,Female,Chinese
Vivocity,Charles & Keith,SG Citizen,26,Female,Chinese
Vivocity,Charles & Keith,SG Citizen,32,Female,Malay
Vivocity,Charles & Keith,SG Citizen,23,Female,Malay
Vivocity,Charles & Keith,SG Citizen,25,Female,Chinese
313Somerset,Charles & Keith,SG Citizen,17,Female,Chinese
313Somerset,Charles & Keith,SG Citizen,33,Female,Chinese
313Somerset,Charles & Keith,SG Citizen,20,Female,Chinese
313Somerset,Charles & Keith,SG Citizen,19,Female,Chinese
313Somerset,Charles & Keith,SG Citizen,19,Female,Chinese
313Somerset,Charles & Keith,SG Citizen,33,Female,Chinese
313Somerset,Charles & Keith,SG Citizen,27,Female,Chinese
313Somerset,Charles & Keith,SG Citizen,18,Female,Chinese
Raffles City,Charles & Keith,SG Citizen,28,Female,Chinese
Raffles City,Charles & Keith,SG Citizen,17,Female,Malay
Raffles City,Charles & Keith,Student Pass,22,Female,Chinese
Raffles City,Charles & Keith,SG Citizen,27,Female,Chinese
Raffles City,Charles & Keith,SG Citizen,24,Female,Malay
Raffles City,Charles & Keith,SG Citizen,24,Female,Chinese
Raffles City,Charles & Keith,SG Citizen,34,Female,Chinese
Raffles City,Charles & Keith,SG Citizen,38,Female,Chinese
Raffles City,Charles & Keith,SG Citizen,33,Female,Chinese
Jurong Point,Charles & Keith,SG Citizen,18,Female,Chinese
Raffles City,Charles & Keith,SG Citizen,31,Male,Chinese
313Somerset,Charles & Keith,SG Citizen,19,Female,Chinese
Jurong Point,Charles & Keith,SG Citizen,37,Male,Chinese
Jurong Point,Charles & Keith,SG Citizen,20,Male,Chinese
Jurong Point,Charles & Keith,SG Citizen,35,Female,Malay
Jurong Point,Charles & Keith,SG Citizen,48,Female,Chinese
Jurong Point,Charles & Keith,SG Citizen,27,Female,Chinese
Jurong Point,Charles & Keith,SG Citizen,31,Female,Chinese
Jurong Point,Charles & Keith,SG Citizen,46,Female,Malay
Jurong Point,Charles & Keith,SG Citizen,41,Female,Chinese
Vivocity,Charles & Keith,SG Citizen,24,Female,Malay
Vivocity,Charles & Keith,SG Citizen,18,Female,Chinese
Vivocity,Charles & Keith,SG Citizen,17,Female,Chinese
Vivocity,Charles & Keith,SG Citizen,20,Male,Chinese
Vivocity,Charles & Keith,SG PR,29,Male,Others
Vivocity,Charles & Keith,SG Citizen,28,Male,Malay
Vivocity,Charles & Keith,SG Citizen,27,Female,Chinese
Raffles City,Charles & Keith,SG Citizen,27,Female,Chinese
Raffles City,Charles & Keith,SG Citizen,23,Female,Chinese
Raffles City,Charles & Keith,SG Citizen,33,Female,Chinese
Raffles City,Charles & Keith,SG Citizen,21,Female,Malay
Raffles City,Charles & Keith,SG Citizen,51,Male,Chinese
Raffles City,Charles & Keith,SG Citizen,20,Female,Chinese
Raffles City,Charles & Keith,SG Citizen,21,Female,Chinese
Raffles City,Charles & Keith,SG Citizen,21,Female,Indian
313Somerset,Charles & Keith,SG Citizen,19,Female,Chinese
313Somerset,Charles & Keith,Student Pass,18,Female,Chinese
313Somerset,Charles & Keith,SG Citizen,18,Female,Chinese
313Somerset,Charles & Keith,SG Citizen,33,Female,Chinese
Jurong Point,Charles & Keith,SG Citizen,32,Female,Chinese
Jurong Point,Charles & Keith,SG Citizen,43,Female,Chinese
Jurong Point,Charles & Keith,SG PR,18,Female,Chinese
Jurong Point,Charles & Keith,SG Citizen,19,Female,Chinese
Jurong Point,Charles & Keith,SG PR,20,Female,Chinese
Jurong Point,Charles & Keith,SG Citizen,18,Female,Chinese
Jurong Point,Charles & Keith,SG Citizen,17,Female,Chinese
Jurong Point,Charles & Keith,SG Citizen,22,Female,Chinese
313Somerset,Eu Yan Sang,SG Citizen,39,Female,Chinese
313Somerset,Eu Yan Sang,SG Citizen,50,Female,Chinese
313Somerset,Eu Yan Sang,SG Citizen,36,Male,Chinese
313Somerset,Eu Yan Sang,SG Citizen,28,Female,Chinese
313Somerset,Eu Yan Sang,SG Citizen,32,Male,Chinese
313Somerset,Eu Yan Sang,SG Citizen,58,Male,Chinese
313Somerset,Eu Yan Sang,SG Citizen,54,Male,Chinese
313Somerset,Eu Yan Sang,SG Citizen,46,Female,Chinese
313Somerset,Eu Yan Sang,SG Citizen,30,Female,Chinese
Centrepoint,Eu Yan Sang,SG Citizen,45,Female,Chinese
Centrepoint,Eu Yan Sang,SG Citizen,53,Male,Chinese
Centrepoint,Eu Yan Sang,SG Citizen,33,Female,Chinese
Centrepoint,Eu Yan Sang,SG Citizen,41,Male,Chinese
Centrepoint,Eu Yan Sang,SG Citizen,29,Male,Chinese
Vivocity,Eu Yan Sang,SG Citizen,58,Male,Chinese
Vivocity,Eu Yan Sang,SG Citizen,28,Female,Chinese
Vivocity,Eu Yan Sang,SG Citizen,33,Female,Chinese
Vivocity,Eu Yan Sang,SG Citizen,49,Male,Chinese
Vivocity,Eu Yan Sang,SG Citizen,51,Male,Chinese
Hougang Mall,Eu Yan Sang,SG Citizen,41,Female,Chinese
Hougang Mall,Eu Yan Sang,SG Citizen,51,Female,Chinese
Hougang Mall,Eu Yan Sang,SG Citizen,36,Female,Chinese
Hougang Mall,Eu Yan Sang,SG Citizen,30,Female,Chinese
Hougang Mall,Eu Yan Sang,SG Citizen,24,Male,Chinese
Hougang Mall,Eu Yan Sang,SG Citizen,51,Female,Chinese
Hougang Mall,Eu Yan Sang,SG Citizen,39,Male,Chinese
Hougang Mall,Eu Yan Sang,SG PR,40,Male,Chinese
Vivocity,Eu Yan Sang,SG Citizen,46,Male,Chinese
Vivocity,Eu Yan Sang,SG Citizen,52,Male,Chinese
Jurong Point,Eu Yan Sang,SG Citizen,32,Male,Chinese
Jurong Point,Eu Yan Sang,SG Citizen,41,Male,Chinese
Centrepoint,Eu Yan Sang,SG Citizen,61,Male,Chinese
Centrepoint,Eu Yan Sang,SG Citizen,37,Male,Chinese
Centrepoint,Eu Yan Sang,SG Citizen,57,Female,Chinese
Raffles City,Eu Yan Sang,SG Citizen,43,Male,Chinese
Raffles City,Eu Yan Sang,SG Citizen,39,Male,Chinese
Raffles City,Eu Yan Sang,SG Citizen,39,Male,Chinese
Raffles City,Eu Yan Sang,SG Citizen,56,Female,Chinese
Raffles City,Eu Yan Sang,SG Citizen,43,Female,Chinese
Jurong Point,Eu Yan Sang,SG Citizen,30,Male,Chinese
Jurong Point,Eu Yan Sang,SG Citizen,54,Male,Chinese
Raffles City,Eu Yan Sang,SG Citizen,57,Male,Chinese
Raffles City,Eu Yan Sang,SG PR,34,Male,Chinese
Raffles City,Eu Yan Sang,SG PR,30,Female,Others
Jurong Point,Eu Yan Sang,SG Citizen,37,Female,Chinese
Jurong Point,Eu Yan Sang,SG Citizen,25,Female,Chinese
Jurong Point,Eu Yan Sang,SG Citizen,26,Male,Chinese
313Somerset,Eu Yan Sang,SG Citizen,33,Female,Chinese
313Somerset,Eu Yan Sang,Student Pass,23,Male,Chinese
313Somerset,Eu Yan Sang,SG Citizen,52,Female,Chinese
313Somerset,Eu Yan Sang,SG Citizen,51,Female,Chinese
313Somerset,Eu Yan Sang,SG Citizen,44,Male,Chinese
313Somerset,Eu Yan Sang,SG Citizen,24,Female,Chinese
Hougang Mall,Eu Yan Sang,SG Citizen,39,Male,Chinese
Hougang Mall,Eu Yan Sang,SG PR,36,Female,Chinese
Hougang Mall,Eu Yan Sang,SG Citizen,45,Female,Chinese
Hougang Mall,Eu Yan Sang,SG Citizen,48,Male,Chinese
Hougang Mall,Eu Yan Sang,SG Citizen,35,Female,Chinese
Hougang Mall,Eu Yan Sang,SG Citizen,28,Male,Chinese
Hougang Mall,Eu Yan Sang,SG Citizen,50,Male,Chinese
Hougang Mall,Eu Yan Sang,SG PR,26,Female,Chinese
Hougang Mall,Eu Yan Sang,SG Citizen,51,Male,Chinese
Centrepoint,Eu Yan Sang,SG Citizen,41,Male,Chinese
313Somerset,Eu Yan Sang,SG Citizen,50,Male,Chinese
Centrepoint,Eu Yan Sang,SG Citizen,50,Male,Chinese
Centrepoint,Eu Yan Sang,SG Citizen,47,Female,Chinese
Vivocity,Eu Yan Sang,SG Citizen,32,Male,Chinese
Centrepoint,Eu Yan Sang,SG Citizen,55,Female,Chinese
313Somerset,Eu Yan Sang,SG Citizen,29,Male,Chinese
313Somerset,Eu Yan Sang,SG Citizen,27,Female,Chinese
313Somerset,Eu Yan Sang,SG Citizen,39,Male,Chinese
Raffles City,Eu Yan Sang,SG Citizen,55,Female,Chinese
Raffles City,Eu Yan Sang,SG Citizen,29,Male,Chinese
Raffles City,Eu Yan Sang,SG Citizen,22,Male,Chinese
Vivocity,Eu Yan Sang,SG Citizen,33,Female,Chinese
Vivocity,Eu Yan Sang,SG Citizen,30,Male,Chinese
Vivocity,Eu Yan Sang,SG Citizen,48,Female,Chinese
Vivocity,Eu Yan Sang,SG Citizen,34,Female,Chinese
Raffles City,Eu Yan Sang,SG Citizen,54,Female,Chinese
Raffles City,Eu Yan Sang,SG Citizen,48,Male,Chinese
Raffles City,Eu Yan Sang,SG Citizen,33,Female,Chinese
Raffles City,Eu Yan Sang,SG Citizen,29,Female,Chinese
Raffles City,Eu Yan Sang,SG Citizen,40,Male,Chinese
Raffles City,Eu Yan Sang,SG PR,45,Female,Chinese
Jurong Point,Eu Yan Sang,SG Citizen,29,Male,Chinese
Vivocity,Eu Yan Sang,SG Citizen,52,Male,Chinese
Centrepoint,Eu Yan Sang,SG Citizen,30,Female,Chinese
Centrepoint,Eu Yan Sang,SG PR,29,Male,Chinese
Centrepoint,Eu Yan Sang,SG Citizen,38,Male,Chinese
Jurong Point,Eu Yan Sang,SG Citizen,25,Male,Chinese
Jurong Point,Eu Yan Sang,SG Citizen,43,Male,Chinese
Jurong Point,Eu Yan Sang,SG Citizen,34,Male,Chinese
Vivocity,Eu Yan Sang,SG Citizen,34,Male,Chinese
Vivocity,Eu Yan Sang,SG Citizen,26,Male,Chinese
Vivocity,Eu Yan Sang,SG Citizen,38,Male,Chinese
Vivocity,Eu Yan Sang,SG Citizen,42,Female,Chinese
Jurong Point,Eu Yan Sang,SG Citizen,41,Male,Chinese
Jurong Point,Eu Yan Sang,SG Citizen,32,Female,Chinese
Jurong Point,Eu Yan Sang,SG Citizen,26,Male,Chinese
Jurong Point,Eu Yan Sang,SG Citizen,37,Female,Chinese
Jurong Point,Eu Yan Sang,SG Citizen,24,Female,Chinese
Raffles City,Eu Yan Sang,SG Citizen,50,Male,Chinese
Raffles City,Eu Yan Sang,SG Citizen,34,Male,Chinese
Raffles City,Eu Yan Sang,SG PR,37,Female,Chinese
Raffles City,Eu Yan Sang,SG Citizen,29,Male,Chinese
Raffles City,Eu Yan Sang,SG Citizen,32,Female,Chinese
Raffles City,Eu Yan Sang,SG Citizen,37,Female,Chinese
Raffles City,Eu Yan Sang,Student Pass,24,Female,Chinese
Raffles City,Eu Yan Sang,SG Citizen,51,Male,Chinese
Hougang Mall,Eu Yan Sang,SG Citizen,57,Male,Chinese
Hougang Mall,Eu Yan Sang,SG Citizen,24,Female,Chinese
Hougang Mall,Eu Yan Sang,SG Citizen,38,Female,Chinese
Hougang Mall,Eu Yan Sang,SG Citizen,44,Female,Chinese
Hougang Mall,Eu Yan Sang,SG Citizen,39,Male,Chinese
Hougang Mall,Eu Yan Sang,SG Citizen,25,Male,Chinese
Hougang Mall,Eu Yan Sang,SG Citizen,51,Female,Chinese
Hougang Mall,Eu Yan Sang,SG Citizen,23,Male,Chinese
Hougang Mall,Eu Yan Sang,SG Citizen,46,Male,Chinese
313Somerset,Eu Yan Sang,SG Citizen,34,Male,Chinese
313Somerset,Eu Yan Sang,SG Citizen,23,Female,Chinese
313Somerset,Eu Yan Sang,SG PR,38,Female,Chinese
313Somerset,Eu Yan Sang,SG Citizen,49,Female,Chinese
313Somerset,Eu Yan Sang,SG Citizen,29,Male,Chinese
313Somerset,Eu Yan Sang,SG Citizen,48,Female,Chinese
313Somerset,Eu Yan Sang,SG Citizen,25,Male,Chinese
313Somerset,Eu Yan Sang,SG Citizen,36,Male,Chinese
Raffles City,Eu Yan Sang,SG Citizen,52,Male,Chinese
Vivocity,Eu Yan Sang,SG Citizen,34,Male,Chinese
Centrepoint,Eu Yan Sang,SG Citizen,50,Female,Chinese
Centrepoint,Eu Yan Sang,SG Citizen,45,Male,Chinese
Centrepoint,Eu Yan Sang,SG Citizen,34,Male,Chinese
Centrepoint,Eu Yan Sang,SG Citizen,41,Male,Chinese
Centrepoint,Eu Yan Sang,SG Citizen,35,Female,Chinese
Centrepoint,Eu Yan Sang,SG Citizen,26,Female,Chinese
Centrepoint,Eu Yan Sang,SG Citizen,38,Male,Chinese
Centrepoint,Eu Yan Sang,SG Citizen,55,Female,Chinese
Jurong Point,Eu Yan Sang,SG Citizen,28,Male,Chinese
Jurong Point,Eu Yan Sang,SG Citizen,53,Female,Chinese
Jurong Point,Eu Yan Sang,SG Citizen,37,Male,Chinese
Jurong Point,Eu Yan Sang,SG Citizen,36,Male,Malay
Jurong Point,Eu Yan Sang,SG Citizen,41,Male,Chinese
Jurong Point,Eu Yan Sang,SG Citizen,42,Female,Chinese
Jurong Point,Eu Yan Sang,SG Citizen,33,Male,Chinese
Jurong Point,Eu Yan Sang,SG Citizen,45,Male,Malay
Jurong Point,Eu Yan Sang,SG Citizen,25,Female,Chinese
Vivocity,Eu Yan Sang,SG Citizen,48,Female,Chinese
Vivocity,Eu Yan Sang,SG Citizen,50,Female,Chinese
Vivocity,Eu Yan Sang,SG Citizen,50,Female,Chinese
Vivocity,Eu Yan Sang,SG Citizen,39,Male,Chinese
Vivocity,Eu Yan Sang,SG Citizen,25,Male,Chinese
Vivocity,Eu Yan Sang,SG Citizen,35,Male,Chinese
Vivocity,Eu Yan Sang,SG Citizen,30,Female,Chinese
Vivocity,Eu Yan Sang,SG Citizen,31,Male,Chinese
313Somerset,Eu Yan Sang,SG Citizen,36,Male,Chinese
313Somerset,Eu Yan Sang,SG Citizen,49,Female,Chinese
313Somerset,Eu Yan Sang,SG Citizen,35,Female,Chinese
313Somerset,Eu Yan Sang,SG Citizen,46,Male,Chinese
313Somerset,Eu Yan Sang,SG Citizen,39,Male,Chinese
313Somerset,Eu Yan Sang,SG PR,26,Male,Chinese
313Somerset,Eu Yan Sang,SG Citizen,54,Male,Chinese
Jurong Point,Eu Yan Sang,SG Citizen,32,Male,Chinese
Jurong Point,Eu Yan Sang,SG PR,44,Female,Chinese
Jurong Point,Eu Yan Sang,SG Citizen,40,Female,Chinese
Jurong Point,Eu Yan Sang,SG Citizen,54,Female,Chinese
Jurong Point,Eu Yan Sang,SG Citizen,47,Female,Chinese
Jurong Point,Eu Yan Sang,SG Citizen,50,Female,Chinese
Jurong Point,Eu Yan Sang,SG PR,34,Male,Indian
Jurong Point,Eu Yan Sang,SG Citizen,59,Male,Chinese
Hougang Mall,Eu Yan Sang,SG Citizen,51,Female,Chinese
Hougang Mall,Eu Yan Sang,SG Citizen,39,Male,Chinese
Hougang Mall,Eu Yan Sang,SG Citizen,36,Female,Chinese
Hougang Mall,Eu Yan Sang,SG Citizen,24,Male,Chinese
Hougang Mall,Eu Yan Sang,SG Citizen,33,Female,Chinese
Hougang Mall,Eu Yan Sang,SG Citizen,44,Male,Chinese
Hougang Mall,Eu Yan Sang,SG Citizen,27,Male,Chinese
Hougang Mall,Eu Yan Sang,SG Citizen,23,Male,Chinese
Hougang Mall,Eu Yan Sang,SG Citizen,29,Male,Chinese
Vivocity,Eu Yan Sang,SG Citizen,45,Female,Chinese
Vivocity,Eu Yan Sang,SG Citizen,31,Male,Chinese
Vivocity,Eu Yan Sang,SG Citizen,18,Male,Chinese
Vivocity,Eu Yan Sang,SG Citizen,26,Male,Chinese
Vivocity,Eu Yan Sang,SG Citizen,32,Male,Chinese
